Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
7:15:00 AM,27,Friday,77,7,1,57,142,high
7:45:00 AM,27,Friday,49,4,2,58,113,high
8:15:00 AM,27,Friday,44,9,5,56,114,high
8:45:00 AM,27,Friday,63,7,0,52,122,high
9:15:00 AM,27,Friday,117,38,11,9,175,heavy
9:30:00 AM,27,Friday,101,41,17,9,168,heavy
9:45:00 AM,27,Friday,125,35,19,7,186,heavy
10:00:00 AM,27,Friday,147,43,10,7,207,heavy
10:15:00 AM,27,Friday,140,22,18,5,185,heavy
10:30:00 AM,27,Friday,142,44,6,6,198,heavy
10:45:00 AM,27,Friday,147,45,8,10,210,heavy
11:00:00 AM,27,Friday,137,26,14,8,185,heavy
11:15:00 AM,27,Friday,129,40,13,5,187,heavy
11:30:00 AM,27,Friday,131,30,9,8,178,heavy
12:15:00 PM,27,Friday,122,46,15,8,191,heavy
12:30:00 PM,27,Friday,116,30,15,7,168,heavy
12:45:00 PM,27,Friday,136,28,20,9,193,heavy
1:00:00 PM,27,Friday,138,34,15,10,197,heavy
1:15:00 PM,27,Friday,131,21,9,9,170,heavy
1:30:00 PM,27,Friday,129,39,16,5,189,heavy
1:45:00 PM,27,Friday,118,50,18,5,191,heavy
2:00:00 PM,27,Friday,140,40,8,6,194,heavy
2:15:00 PM,27,Friday,137,29,10,9,185,heavy
2:30:00 PM,27,Friday,121,46,5,6,178,heavy
3:45:00 PM,27,Friday,75,8,7,8,98,low
4:00:00 PM,27,Friday,60,10,6,5,81,low
4:15:00 PM,27,Friday,57,13,2,12,84,low
4:30:00 PM,27,Friday,77,13,7,12,109,low
4:45:00 PM,27,Friday,64,11,0,9,84,low
5:15:00 PM,27,Friday,88,5,2,5,100,low
5:45:00 PM,27,Friday,64,6,1,13,84,low
6:00:00 PM,27,Friday,62,9,0,18,89,low
6:15:00 PM,27,Friday,69,8,0,15,92,low
6:45:00 PM,27,Friday,70,6,9,8,93,low
5:30:00 AM,28,Saturday,59,0,6,16,81,low
5:45:00 AM,28,Saturday,135,13,24,6,178,heavy
6:00:00 AM,28,Saturday,138,21,19,10,188,heavy
6:30:00 AM,28,Saturday,148,24,14,10,196,heavy
7:45:00 AM,28,Saturday,130,18,20,13,181,heavy
8:30:00 AM,28,Saturday,150,12,16,10,188,heavy
8:45:00 AM,28,Saturday,132,15,17,14,178,heavy
9:00:00 AM,28,Saturday,47,6,15,9,77,low
9:15:00 AM,28,Saturday,71,10,6,10,97,low
9:30:00 AM,28,Saturday,49,10,12,8,79,low
10:00:00 AM,28,Saturday,74,15,29,15,133,high
2:30:00 PM,28,Saturday,38,7,1,13,59,low
3:45:00 PM,28,Saturday,144,21,10,19,194,heavy
4:00:00 PM,28,Saturday,144,24,26,14,208,heavy
4:15:00 PM,28,Saturday,112,26,38,12,188,heavy
4:30:00 PM,28,Saturday,106,9,31,11,157,high
4:45:00 PM,28,Saturday,149,27,33,16,225,heavy
5:00:00 PM,28,Saturday,120,30,17,19,186,heavy
5:15:00 PM,28,Saturday,133,15,10,10,168,heavy
5:30:00 PM,28,Saturday,108,14,38,19,179,heavy
5:45:00 PM,28,Saturday,141,24,11,19,195,heavy
6:00:00 PM,28,Saturday,127,15,21,17,180,heavy
6:15:00 PM,28,Saturday,134,20,38,20,212,heavy
7:00:00 PM,28,Saturday,70,7,7,10,94,low
7:30:00 PM,28,Saturday,74,19,12,35,140,high
4:00:00 AM,29,Sunday,54,8,7,16,85,low
5:15:00 AM,29,Sunday,81,8,5,12,106,low
6:00:00 AM,29,Sunday,122,17,21,9,169,heavy
6:30:00 AM,29,Sunday,141,30,22,11,204,heavy
7:00:00 AM,29,Sunday,123,29,13,7,172,heavy
7:15:00 AM,29,Sunday,131,27,19,15,192,heavy
7:30:00 AM,29,Sunday,138,25,20,14,197,heavy
7:45:00 AM,29,Sunday,148,20,14,11,193,heavy
8:15:00 AM,29,Sunday,125,22,12,12,171,heavy
9:00:00 AM,29,Sunday,78,6,29,14,127,high
12:15:00 PM,29,Sunday,66,5,7,35,113,high
1:00:00 PM,29,Sunday,55,5,33,20,113,high
2:00:00 PM,29,Sunday,63,16,3,13,95,low
2:30:00 PM,29,Sunday,75,4,3,15,97,low
2:45:00 PM,29,Sunday,92,7,35,25,159,high
3:45:00 PM,29,Sunday,128,26,25,12,191,heavy
4:00:00 PM,29,Sunday,150,24,30,12,216,heavy
4:15:00 PM,29,Sunday,108,6,37,18,169,heavy
4:30:00 PM,29,Sunday,111,17,40,18,186,heavy
4:45:00 PM,29,Sunday,112,24,39,16,191,heavy
5:00:00 PM,29,Sunday,140,10,38,18,206,heavy
5:15:00 PM,29,Sunday,144,13,15,14,186,heavy
5:30:00 PM,29,Sunday,127,17,24,17,185,heavy
6:00:00 PM,29,Sunday,138,9,16,20,183,heavy
7:00:00 PM,29,Sunday,73,1,10,32,116,high
9:15:00 PM,29,Sunday,83,13,9,34,139,high
4:00:00 AM,30,Monday,84,8,2,12,106,low
5:15:00 AM,30,Monday,71,0,5,18,94,low
5:30:00 AM,30,Monday,78,6,2,11,97,low
6:15:00 AM,30,Monday,115,22,23,13,173,heavy
6:45:00 AM,30,Monday,145,10,23,13,191,heavy
7:45:00 AM,30,Monday,131,27,20,9,187,heavy
8:00:00 AM,30,Monday,113,29,12,15,169,heavy
8:15:00 AM,30,Monday,127,18,20,7,172,heavy
8:30:00 AM,30,Monday,125,24,17,8,174,heavy
9:00:00 AM,30,Monday,54,8,10,15,87,low
1:00:00 PM,30,Monday,51,3,7,17,78,low
1:15:00 PM,30,Monday,84,0,30,19,133,high
1:30:00 PM,30,Monday,17,19,3,10,49,low
2:00:00 PM,30,Monday,66,19,29,20,134,high
2:45:00 PM,30,Monday,68,12,5,11,96,low
3:30:00 PM,30,Monday,38,13,13,11,75,low
3:45:00 PM,30,Monday,146,14,11,17,188,heavy
4:00:00 PM,30,Monday,123,13,31,16,183,heavy
4:15:00 PM,30,Monday,132,27,33,19,211,heavy
4:30:00 PM,30,Monday,134,17,13,20,184,heavy
4:45:00 PM,30,Monday,138,7,40,11,196,heavy
5:15:00 PM,30,Monday,117,12,36,15,180,heavy
5:30:00 PM,30,Monday,142,6,28,15,191,heavy
5:45:00 PM,30,Monday,149,24,36,12,221,heavy
6:00:00 PM,30,Monday,110,14,35,11,170,heavy
7:00:00 PM,30,Monday,83,3,11,31,128,high
7:45:00 PM,30,Monday,66,9,18,32,125,high
8:15:00 PM,30,Monday,108,18,16,30,172,heavy
4:30:00 AM,31,Tuesday,52,6,5,14,77,low
5:15:00 AM,31,Tuesday,62,6,3,18,89,low
5:30:00 AM,31,Tuesday,72,7,5,14,98,low
6:15:00 AM,31,Tuesday,125,25,22,5,177,heavy
6:45:00 AM,31,Tuesday,150,15,22,12,199,heavy
7:15:00 AM,31,Tuesday,119,24,21,9,173,heavy
9:00:00 AM,31,Tuesday,47,10,9,9,75,low
9:30:00 AM,31,Tuesday,48,8,14,8,78,low
9:45:00 AM,31,Tuesday,42,12,6,17,77,low
1:15:00 PM,31,Tuesday,45,13,33,27,118,high
1:30:00 PM,31,Tuesday,69,5,2,15,91,low
2:30:00 PM,31,Tuesday,5,19,3,10,37,low
2:45:00 PM,31,Tuesday,50,13,12,17,92,low
3:30:00 PM,31,Tuesday,97,8,30,27,162,high
3:45:00 PM,31,Tuesday,101,13,31,19,164,high
4:00:00 PM,31,Tuesday,139,29,34,10,212,heavy
4:15:00 PM,31,Tuesday,139,18,39,17,213,heavy
4:30:00 PM,31,Tuesday,105,12,39,14,170,heavy
4:45:00 PM,31,Tuesday,101,26,25,18,170,heavy
5:00:00 PM,31,Tuesday,109,25,36,11,181,heavy
5:15:00 PM,31,Tuesday,135,19,13,16,183,heavy
5:30:00 PM,31,Tuesday,118,18,14,19,169,heavy
5:45:00 PM,31,Tuesday,102,29,36,18,185,heavy
6:00:00 PM,31,Tuesday,136,25,31,18,210,heavy
6:15:00 PM,31,Tuesday,112,22,26,13,173,heavy
6:45:00 PM,31,Tuesday,57,12,12,35,116,high
7:00:00 PM,31,Tuesday,52,19,14,34,119,high
7:15:00 PM,31,Tuesday,67,6,11,17,101,low
7:30:00 PM,31,Tuesday,64,6,12,32,114,high
7:45:00 PM,31,Tuesday,107,6,12,32,157,high
8:00:00 PM,31,Tuesday,87,7,5,11,110,low
8:30:00 PM,31,Tuesday,91,6,7,35,139,high
9:00:00 PM,31,Tuesday,98,16,8,31,153,high
9:15:00 PM,31,Tuesday,84,5,6,35,130,high
4:00:00 AM,1,Wednesday,88,1,3,17,109,low
4:15:00 AM,1,Wednesday,70,8,6,13,97,low
5:00:00 AM,1,Wednesday,59,2,0,12,73,low
5:15:00 AM,1,Wednesday,52,7,0,13,72,low
6:00:00 AM,1,Wednesday,124,27,25,15,191,heavy
6:15:00 AM,1,Wednesday,143,22,21,5,191,heavy
7:00:00 AM,1,Wednesday,106,29,23,11,169,heavy
7:15:00 AM,1,Wednesday,145,22,24,14,205,heavy
7:45:00 AM,1,Wednesday,142,13,14,6,175,heavy
8:15:00 AM,1,Wednesday,134,27,19,8,188,heavy
9:30:00 AM,1,Wednesday,41,8,5,17,71,low
9:45:00 AM,1,Wednesday,58,10,14,7,89,low
10:15:00 AM,1,Wednesday,49,12,13,12,86,low
2:15:00 PM,1,Wednesday,50,8,34,26,118,high
3:00:00 PM,1,Wednesday,16,4,2,14,36,low
3:15:00 PM,1,Wednesday,38,17,5,14,74,low
3:45:00 PM,1,Wednesday,119,18,17,14,168,heavy
4:00:00 PM,1,Wednesday,111,8,37,10,166,high
4:30:00 PM,1,Wednesday,119,13,28,13,173,heavy
4:45:00 PM,1,Wednesday,144,18,28,13,203,heavy
5:00:00 PM,1,Wednesday,133,29,14,11,187,heavy
5:15:00 PM,1,Wednesday,134,5,21,15,175,heavy
5:30:00 PM,1,Wednesday,140,20,27,13,200,heavy
5:45:00 PM,1,Wednesday,116,27,34,20,197,heavy
6:00:00 PM,1,Wednesday,121,15,19,20,175,heavy
6:15:00 PM,1,Wednesday,123,30,32,12,197,heavy
6:30:00 PM,1,Wednesday,62,0,19,34,115,high
7:15:00 PM,1,Wednesday,75,14,5,35,129,high
7:30:00 PM,1,Wednesday,96,3,10,33,142,high
8:00:00 PM,1,Wednesday,89,15,13,31,148,high
4:00:00 AM,2,Thursday,50,9,4,12,75,low
4:30:00 AM,2,Thursday,51,7,5,11,74,low
4:45:00 AM,2,Thursday,83,0,4,13,100,low
5:30:00 AM,2,Thursday,72,4,5,16,97,low
6:00:00 AM,2,Thursday,139,13,21,8,181,heavy
6:30:00 AM,2,Thursday,125,26,12,15,178,heavy
6:45:00 AM,2,Thursday,130,18,17,13,178,heavy
7:00:00 AM,2,Thursday,129,17,21,5,172,heavy
8:15:00 AM,2,Thursday,129,27,21,9,186,heavy
8:30:00 AM,2,Thursday,122,26,21,10,179,heavy
10:00:00 AM,2,Thursday,57,13,10,9,89,low
10:30:00 AM,2,Thursday,44,5,11,18,78,low
1:00:00 PM,2,Thursday,10,4,3,18,35,low
2:15:00 PM,2,Thursday,40,9,6,10,65,low
2:30:00 PM,2,Thursday,28,2,1,11,42,low
3:00:00 PM,2,Thursday,44,19,28,26,117,high
3:45:00 PM,2,Thursday,111,27,20,20,178,heavy
4:00:00 PM,2,Thursday,113,10,33,10,166,high
4:15:00 PM,2,Thursday,119,27,17,17,180,heavy
4:30:00 PM,2,Thursday,146,28,12,11,197,heavy
4:45:00 PM,2,Thursday,127,30,20,13,190,heavy
5:00:00 PM,2,Thursday,138,10,10,20,178,heavy
5:15:00 PM,2,Thursday,107,27,19,18,171,heavy
5:45:00 PM,2,Thursday,125,29,12,14,180,heavy
6:00:00 PM,2,Thursday,112,12,30,10,164,high
6:15:00 PM,2,Thursday,123,19,14,19,175,heavy
8:00:00 PM,2,Thursday,105,16,15,33,169,heavy
8:15:00 PM,2,Thursday,57,8,11,16,92,low
9:00:00 PM,2,Thursday,71,4,15,34,124,high
9:30:00 PM,2,Thursday,68,0,7,14,89,low
4:45:00 AM,3,Friday,65,9,2,53,129,high
6:00:00 AM,3,Friday,73,4,0,39,116,high
6:45:00 AM,3,Friday,59,8,5,44,116,high
7:00:00 AM,3,Friday,71,1,4,44,120,high
7:15:00 AM,3,Friday,50,10,2,56,118,high
8:30:00 AM,3,Friday,72,6,4,36,118,high
9:15:00 AM,3,Friday,149,37,14,10,210,heavy
9:30:00 AM,3,Friday,143,48,19,5,215,heavy
9:45:00 AM,3,Friday,143,21,6,6,176,heavy
10:15:00 AM,3,Friday,139,30,13,10,192,heavy
10:45:00 AM,3,Friday,136,38,13,6,193,heavy
11:15:00 AM,3,Friday,144,43,13,8,208,heavy
12:00:00 PM,3,Friday,125,22,18,8,173,heavy
12:30:00 PM,3,Friday,147,35,19,8,209,heavy
12:45:00 PM,3,Friday,128,49,7,9,193,heavy
1:00:00 PM,3,Friday,130,43,15,6,194,heavy
1:30:00 PM,3,Friday,113,38,17,10,178,heavy
1:45:00 PM,3,Friday,147,38,5,8,198,heavy
2:15:00 PM,3,Friday,123,29,16,10,178,heavy
2:30:00 PM,3,Friday,121,41,14,5,181,heavy
2:45:00 PM,3,Friday,136,46,9,10,201,heavy
3:00:00 PM,3,Friday,58,14,14,15,101,low
3:15:00 PM,3,Friday,62,6,7,12,87,low
3:30:00 PM,3,Friday,62,7,9,7,85,low
3:45:00 PM,3,Friday,55,6,2,18,81,low
4:15:00 PM,3,Friday,62,5,14,9,90,low
4:30:00 PM,3,Friday,82,5,5,5,97,low
4:45:00 PM,3,Friday,68,5,0,16,89,low
5:00:00 PM,3,Friday,66,11,9,5,91,low
5:45:00 PM,3,Friday,81,13,0,14,108,low
6:00:00 PM,3,Friday,56,5,9,17,87,low
6:15:00 PM,3,Friday,52,6,5,6,69,low
4:00:00 AM,4,Saturday,50,5,4,16,75,low
4:15:00 AM,4,Saturday,59,8,7,17,91,low
4:45:00 AM,4,Saturday,61,6,5,12,84,low
5:00:00 AM,4,Saturday,67,4,3,16,90,low
6:30:00 AM,4,Saturday,118,27,10,12,167,low
7:00:00 AM,4,Saturday,144,22,12,10,188,heavy
7:15:00 AM,4,Saturday,123,20,21,6,170,heavy
7:45:00 AM,4,Saturday,143,26,22,10,201,heavy
8:15:00 AM,4,Saturday,80,13,11,5,109,low
8:30:00 AM,4,Saturday,123,30,13,12,178,heavy
8:45:00 AM,4,Saturday,143,25,14,12,194,heavy
9:45:00 AM,4,Saturday,38,15,6,6,65,low
10:00:00 AM,4,Saturday,66,6,7,16,95,low
10:30:00 AM,4,Saturday,77,11,13,6,107,low
1:15:00 PM,4,Saturday,17,4,4,11,36,low
2:30:00 PM,4,Saturday,64,13,9,12,98,low
3:00:00 PM,4,Saturday,11,3,2,14,30,low
3:15:00 PM,4,Saturday,88,3,31,23,145,high
3:45:00 PM,4,Saturday,144,16,25,18,203,heavy
4:00:00 PM,4,Saturday,116,23,37,11,187,heavy
4:15:00 PM,4,Saturday,114,6,38,11,169,heavy
4:30:00 PM,4,Saturday,130,10,19,10,169,heavy
4:45:00 PM,4,Saturday,144,19,18,15,196,heavy
5:00:00 PM,4,Saturday,119,13,38,18,188,heavy
5:30:00 PM,4,Saturday,123,18,18,12,171,heavy
5:45:00 PM,4,Saturday,147,14,32,10,203,heavy
6:00:00 PM,4,Saturday,114,27,32,10,183,heavy
6:15:00 PM,4,Saturday,113,27,35,10,185,heavy
6:45:00 PM,4,Saturday,76,3,8,13,100,low
7:45:00 PM,4,Saturday,80,0,12,13,105,low
8:00:00 PM,4,Saturday,59,7,14,16,96,low
8:15:00 PM,4,Saturday,99,12,14,34,159,high
8:30:00 PM,4,Saturday,65,16,9,14,104,low
8:45:00 PM,4,Saturday,81,18,16,33,148,high
4:15:00 AM,5,Sunday,64,4,7,15,90,low
4:45:00 AM,5,Sunday,80,2,2,18,102,low
5:00:00 AM,5,Sunday,78,4,0,11,93,low
5:45:00 AM,5,Sunday,146,19,25,8,198,heavy
6:15:00 AM,5,Sunday,137,22,14,10,183,heavy
6:30:00 AM,5,Sunday,150,26,18,10,204,heavy
6:45:00 AM,5,Sunday,148,15,22,8,193,heavy
7:45:00 AM,5,Sunday,145,20,24,13,202,heavy
8:15:00 AM,5,Sunday,127,27,17,15,186,heavy
9:00:00 AM,5,Sunday,74,14,28,15,131,high
9:45:00 AM,5,Sunday,71,8,28,11,118,high
10:30:00 AM,5,Sunday,54,11,11,11,87,low
1:00:00 PM,5,Sunday,53,2,14,12,81,low
2:00:00 PM,5,Sunday,12,3,11,15,41,low
3:00:00 PM,5,Sunday,57,19,11,16,103,low
3:15:00 PM,5,Sunday,13,19,7,12,51,low
3:45:00 PM,5,Sunday,127,20,16,17,180,heavy
4:15:00 PM,5,Sunday,122,12,20,19,173,heavy
4:30:00 PM,5,Sunday,141,22,29,12,204,heavy
4:45:00 PM,5,Sunday,131,29,33,12,205,heavy
5:00:00 PM,5,Sunday,126,6,22,15,169,heavy
5:15:00 PM,5,Sunday,128,14,11,18,171,heavy
5:30:00 PM,5,Sunday,137,29,36,18,220,heavy
5:45:00 PM,5,Sunday,129,18,10,18,175,heavy
6:00:00 PM,5,Sunday,100,30,31,20,181,heavy
6:15:00 PM,5,Sunday,136,16,17,11,180,heavy
6:45:00 PM,5,Sunday,86,14,13,33,146,high
7:00:00 PM,5,Sunday,81,0,7,15,103,low
8:15:00 PM,5,Sunday,60,2,10,18,90,low
8:45:00 PM,5,Sunday,69,3,19,32,123,high
9:15:00 PM,5,Sunday,74,9,15,33,131,high
9:30:00 PM,5,Sunday,102,18,20,31,171,heavy
5:15:00 AM,6,Monday,58,8,7,13,86,low
5:30:00 AM,6,Monday,72,1,5,11,89,low
6:15:00 AM,6,Monday,134,18,14,6,172,heavy
7:15:00 AM,6,Monday,142,25,22,5,194,heavy
8:15:00 AM,6,Monday,137,13,19,14,183,heavy
8:30:00 AM,6,Monday,128,21,19,13,181,heavy
9:00:00 AM,6,Monday,49,15,15,5,84,low
9:15:00 AM,6,Monday,59,6,10,17,92,low
10:15:00 AM,6,Monday,68,15,26,11,120,high
10:30:00 AM,6,Monday,74,9,14,6,103,low
11:00:00 AM,6,Monday,62,9,12,32,115,high
12:00:00 PM,6,Monday,68,0,12,35,115,high
12:45:00 PM,6,Monday,70,6,8,35,119,high
2:45:00 PM,6,Monday,48,4,8,17,77,low
3:45:00 PM,6,Monday,118,8,27,16,169,heavy
4:00:00 PM,6,Monday,145,19,22,19,205,heavy
4:30:00 PM,6,Monday,126,22,28,16,192,heavy
4:45:00 PM,6,Monday,120,24,30,10,184,heavy
5:00:00 PM,6,Monday,128,10,14,18,170,heavy
5:15:00 PM,6,Monday,142,26,32,10,210,heavy
5:30:00 PM,6,Monday,121,25,33,13,192,heavy
5:45:00 PM,6,Monday,144,6,18,12,180,heavy
6:00:00 PM,6,Monday,116,26,14,18,174,heavy
6:15:00 PM,6,Monday,138,21,39,17,215,heavy
7:15:00 PM,6,Monday,97,17,19,33,166,high
8:45:00 PM,6,Monday,64,13,13,16,106,low
9:00:00 PM,6,Monday,60,20,12,32,124,high
9:15:00 PM,6,Monday,58,15,12,31,116,high
9:30:00 PM,6,Monday,95,7,18,34,154,high
4:00:00 AM,7,Tuesday,64,0,2,12,78,low
4:15:00 AM,7,Tuesday,60,8,7,11,86,low
4:45:00 AM,7,Tuesday,59,1,7,11,78,low
5:00:00 AM,7,Tuesday,72,2,6,11,91,low
5:15:00 AM,7,Tuesday,86,10,2,12,110,low
5:30:00 AM,7,Tuesday,79,7,4,10,100,low
5:45:00 AM,7,Tuesday,128,29,24,9,190,heavy
6:00:00 AM,7,Tuesday,140,15,13,7,175,heavy
6:15:00 AM,7,Tuesday,150,28,12,9,199,heavy
7:45:00 AM,7,Tuesday,104,29,21,15,169,heavy
8:00:00 AM,7,Tuesday,130,17,17,12,176,heavy
9:00:00 AM,7,Tuesday,35,10,11,17,73,low
9:15:00 AM,7,Tuesday,31,13,11,7,62,low
9:30:00 AM,7,Tuesday,80,9,9,9,107,low
9:45:00 AM,7,Tuesday,60,10,8,11,89,low
10:30:00 AM,7,Tuesday,62,11,9,12,94,low
1:30:00 PM,7,Tuesday,98,8,26,18,150,high
2:15:00 PM,7,Tuesday,76,12,8,15,111,low
2:30:00 PM,7,Tuesday,79,15,26,30,150,high
3:00:00 PM,7,Tuesday,62,6,29,23,120,high
4:00:00 PM,7,Tuesday,144,14,12,16,186,heavy
4:15:00 PM,7,Tuesday,121,17,35,14,187,heavy
4:30:00 PM,7,Tuesday,145,5,20,12,182,heavy
4:45:00 PM,7,Tuesday,127,11,24,16,178,heavy
5:15:00 PM,7,Tuesday,128,9,29,20,186,heavy
5:30:00 PM,7,Tuesday,116,18,32,18,184,heavy
5:45:00 PM,7,Tuesday,149,20,17,13,199,heavy
6:00:00 PM,7,Tuesday,144,27,22,16,209,heavy
6:15:00 PM,7,Tuesday,145,6,40,13,204,heavy
6:45:00 PM,7,Tuesday,110,16,18,34,178,heavy
7:15:00 PM,7,Tuesday,106,8,10,31,155,high
7:45:00 PM,7,Tuesday,53,13,12,15,93,low
8:45:00 PM,7,Tuesday,90,0,11,32,133,high
4:00:00 AM,8,Wednesday,64,10,7,15,96,low
4:30:00 AM,8,Wednesday,57,10,2,18,87,low
4:45:00 AM,8,Wednesday,76,7,4,15,102,low
5:30:00 AM,8,Wednesday,54,2,3,13,72,low
6:30:00 AM,8,Wednesday,144,13,10,5,172,heavy
6:45:00 AM,8,Wednesday,147,21,12,11,191,heavy
7:15:00 AM,8,Wednesday,142,11,25,5,183,heavy
7:45:00 AM,8,Wednesday,138,23,17,12,190,heavy
8:00:00 AM,8,Wednesday,144,15,15,14,188,heavy
8:15:00 AM,8,Wednesday,122,24,17,9,172,heavy
8:30:00 AM,8,Wednesday,137,28,17,14,196,heavy
9:00:00 AM,8,Wednesday,78,8,11,9,106,low
9:30:00 AM,8,Wednesday,57,13,11,14,95,low
9:45:00 AM,8,Wednesday,72,9,27,12,120,high
10:00:00 AM,8,Wednesday,58,14,7,16,95,low
10:15:00 AM,8,Wednesday,80,9,26,10,125,high
10:30:00 AM,8,Wednesday,68,12,10,18,108,low
3:00:00 PM,8,Wednesday,42,17,2,11,72,low
3:15:00 PM,8,Wednesday,16,14,14,18,62,low
3:30:00 PM,8,Wednesday,73,0,33,30,136,high
3:45:00 PM,8,Wednesday,106,5,29,14,154,high
4:00:00 PM,8,Wednesday,142,16,18,10,186,heavy
4:30:00 PM,8,Wednesday,129,7,26,15,177,heavy
4:45:00 PM,8,Wednesday,131,11,10,18,170,heavy
5:15:00 PM,8,Wednesday,128,19,32,20,199,heavy
5:30:00 PM,8,Wednesday,144,16,14,11,185,heavy
5:45:00 PM,8,Wednesday,150,5,11,18,184,heavy
6:00:00 PM,8,Wednesday,128,20,16,16,180,heavy
6:30:00 PM,8,Wednesday,62,13,6,15,96,low
6:45:00 PM,8,Wednesday,66,16,17,35,134,high
7:15:00 PM,8,Wednesday,63,0,10,18,91,low
7:30:00 PM,8,Wednesday,100,11,10,35,156,high
8:15:00 PM,8,Wednesday,98,16,17,33,164,high
8:30:00 PM,8,Wednesday,60,4,20,31,115,high
9:30:00 PM,8,Wednesday,55,9,15,17,96,low
4:00:00 AM,9,Thursday,65,1,6,18,90,low
4:15:00 AM,9,Thursday,60,8,6,10,84,low
4:30:00 AM,9,Thursday,56,10,4,11,81,low
5:00:00 AM,9,Thursday,78,5,6,12,101,low
7:15:00 AM,9,Thursday,150,30,14,15,209,heavy
7:45:00 AM,9,Thursday,142,29,15,5,191,heavy
8:45:00 AM,9,Thursday,150,19,23,12,204,heavy
9:00:00 AM,9,Thursday,63,5,14,10,92,low
9:15:00 AM,9,Thursday,36,6,15,6,63,low
9:30:00 AM,9,Thursday,60,6,6,11,83,low
9:45:00 AM,9,Thursday,46,11,9,17,83,low
10:00:00 AM,9,Thursday,78,15,26,15,134,high
10:15:00 AM,9,Thursday,54,5,11,7,77,low
11:30:00 AM,9,Thursday,62,10,12,35,119,high
1:15:00 PM,9,Thursday,85,2,30,16,133,high
3:45:00 PM,9,Thursday,119,8,34,12,173,heavy
4:00:00 PM,9,Thursday,120,17,37,14,188,heavy
4:15:00 PM,9,Thursday,141,23,24,15,203,heavy
4:30:00 PM,9,Thursday,118,30,28,11,187,heavy
4:45:00 PM,9,Thursday,139,30,33,16,218,heavy
5:00:00 PM,9,Thursday,132,16,13,11,172,heavy
5:15:00 PM,9,Thursday,115,26,34,20,195,heavy
5:30:00 PM,9,Thursday,105,16,32,17,170,heavy
5:45:00 PM,9,Thursday,116,10,27,11,164,high
6:00:00 PM,9,Thursday,147,22,17,20,206,heavy
6:15:00 PM,9,Thursday,138,13,15,13,179,heavy
6:30:00 PM,9,Thursday,84,4,14,33,135,high
7:00:00 PM,9,Thursday,75,2,17,31,125,high
7:15:00 PM,9,Thursday,51,5,5,17,78,low
7:45:00 PM,9,Thursday,67,12,10,16,105,low
8:30:00 PM,9,Thursday,69,0,8,13,90,low
12:00:00 AM,10,Tuesday,31,0,4,4,39,low
12:15:00 AM,10,Tuesday,49,0,3,3,55,low
12:30:00 AM,10,Tuesday,46,0,3,6,55,low
12:45:00 AM,10,Tuesday,51,0,2,5,58,low
1:00:00 AM,10,Tuesday,57,6,15,16,94,low
1:15:00 AM,10,Tuesday,44,0,5,4,53,low
1:30:00 AM,10,Tuesday,37,0,1,4,42,low
1:45:00 AM,10,Tuesday,42,4,4,5,55,low
2:00:00 AM,10,Tuesday,51,0,9,7,67,low
2:15:00 AM,10,Tuesday,34,0,4,7,45,low
2:30:00 AM,10,Tuesday,45,0,1,1,47,low
2:45:00 AM,10,Tuesday,45,0,1,3,49,low
3:00:00 AM,10,Tuesday,50,0,3,0,53,low
3:15:00 AM,10,Tuesday,34,0,4,4,42,low
3:30:00 AM,10,Tuesday,129,22,42,1,194,heavy
3:45:00 AM,10,Tuesday,144,16,49,0,209,heavy
4:15:00 AM,10,Tuesday,67,11,10,16,104,low
5:15:00 AM,10,Tuesday,67,29,5,10,111,low
5:30:00 AM,10,Tuesday,56,12,2,14,84,low
5:45:00 AM,10,Tuesday,57,13,3,11,84,low
6:00:00 AM,10,Tuesday,129,22,42,1,194,heavy
6:15:00 AM,10,Tuesday,144,16,49,0,209,heavy
6:45:00 AM,10,Tuesday,120,27,46,3,196,heavy
7:00:00 AM,10,Tuesday,102,39,47,1,189,heavy
7:15:00 AM,10,Tuesday,145,23,27,0,195,heavy
7:30:00 AM,10,Tuesday,114,37,21,5,177,heavy
8:00:00 AM,10,Tuesday,122,28,33,1,184,heavy
8:15:00 AM,10,Tuesday,114,39,30,3,186,heavy
8:30:00 AM,10,Tuesday,150,36,25,1,212,heavy
8:45:00 AM,10,Tuesday,107,10,49,2,168,heavy
9:00:00 AM,10,Tuesday,124,24,22,0,170,heavy
9:15:00 AM,10,Tuesday,77,16,39,29,161,high
9:45:00 AM,10,Tuesday,32,22,38,21,113,high
10:00:00 AM,10,Tuesday,68,13,29,24,134,high
10:30:00 AM,10,Tuesday,76,7,11,15,109,low
1:15:00 PM,10,Tuesday,79,15,36,18,148,high
1:45:00 PM,10,Tuesday,59,19,35,16,129,high
2:00:00 PM,10,Tuesday,88,26,31,19,164,high
2:30:00 PM,10,Tuesday,110,17,23,20,170,heavy
2:45:00 PM,10,Tuesday,29,26,5,6,66,low
4:00:00 PM,10,Tuesday,141,31,36,6,214,heavy
4:15:00 PM,10,Tuesday,120,25,28,5,178,heavy
4:30:00 PM,10,Tuesday,137,23,44,5,209,heavy
4:45:00 PM,10,Tuesday,124,11,30,7,172,heavy
5:00:00 PM,10,Tuesday,145,25,49,7,226,heavy
5:15:00 PM,10,Tuesday,122,37,23,8,190,heavy
