Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
19,4,14,2,0,25,41,2
19,4,17,5,0,18,40,2
19,4,13,1,0,28,42,2
19,4,19,0,1,20,40,2
19,4,15,4,0,40,59,2
19,4,14,3,1,26,44,2
19,4,15,4,0,14,33,2
19,4,12,3,1,13,29,2
19,4,12,4,0,31,47,2
19,4,17,4,1,20,42,2
19,4,12,0,1,13,26,2
19,4,18,2,0,16,36,2
19,4,115,16,10,13,154,2
19,4,117,5,10,15,147,2
19,4,92,26,8,7,133,2
19,4,88,3,6,4,101,1
19,4,109,11,4,3,127,2
19,4,81,4,0,20,105,2
19,4,118,2,5,19,144,2
19,4,107,26,31,2,166,3
19,4,103,11,35,5,154,3
19,4,145,13,33,3,194,4
19,4,143,22,37,4,206,4
19,4,113,38,50,3,204,4
19,4,149,10,47,3,209,4
19,4,132,33,35,2,202,4
19,4,119,40,41,2,202,4
19,4,133,31,27,2,193,4
19,4,140,20,44,4,208,4
19,4,140,34,31,1,206,4
19,4,128,37,50,2,217,4
19,4,132,11,24,3,170,4
19,4,23,8,40,27,98,2
19,4,75,2,18,29,124,3
19,4,99,14,33,14,160,3
19,4,10,1,13,7,31,1
19,4,74,21,29,26,150,3
19,4,29,15,25,5,74,2
19,4,50,17,38,24,129,3
19,4,64,9,14,20,107,2
19,4,49,5,10,21,85,2
19,4,39,7,10,30,86,2
19,4,68,5,5,24,102,2
19,4,67,7,8,22,104,2
19,4,47,8,3,25,83,2
19,4,66,9,7,24,106,2
19,4,46,8,3,22,79,2
19,4,54,6,12,21,93,2
19,4,18,16,32,18,84,2
19,4,24,20,7,9,60,1
19,4,113,17,16,20,166,2
19,4,52,13,15,10,90,1
19,4,58,26,25,18,127,2
19,4,44,19,22,6,91,2
19,4,8,26,34,9,77,2
19,4,31,10,27,8,76,2
19,4,115,24,16,5,160,2
19,4,56,29,16,16,117,2
19,4,7,12,33,12,64,2
19,4,133,10,46,10,199,4
19,4,104,31,37,6,178,4
19,4,100,38,36,9,183,4
19,4,127,25,37,5,194,4
19,4,118,32,48,6,204,4
19,4,147,19,31,8,205,4
19,4,123,36,34,5,198,4
19,4,111,24,25,5,165,2
19,4,121,16,42,8,187,4
19,4,119,38,47,7,211,4
19,4,132,30,41,6,209,4
19,4,52,6,12,18,88,2
19,4,97,21,10,8,136,2
19,4,50,16,20,31,117,3
19,4,94,25,19,8,146,2
19,4,66,11,18,34,129,3
19,4,105,16,15,6,142,2
19,4,56,23,10,18,107,2
19,4,105,19,10,25,159,3
19,4,60,18,11,16,105,2
19,4,88,10,14,11,123,2
19,4,110,6,14,23,153,3
19,4,78,20,11,35,144,3
19,4,105,14,10,7,136,2
19,4,18,1,0,10,29,1
19,4,18,1,0,27,46,2
19,4,12,4,1,18,35,2
19,4,15,4,1,32,52,2
19,4,13,4,0,32,49,2
19,4,14,4,0,15,33,2
19,4,15,4,0,17,36,2
19,4,14,0,1,21,36,2
20,5,17,5,0,37,59,2
20,5,14,4,1,12,31,1
20,5,16,2,0,15,33,2
20,5,13,4,1,14,32,2
20,5,12,4,0,29,45,2
20,5,19,4,1,30,54,2
20,5,18,4,0,18,40,2
20,5,18,1,1,12,32,1
20,5,20,4,1,21,46,2
20,5,10,2,1,20,33,2
20,5,18,5,1,23,47,2
20,5,16,5,1,30,52,2
20,5,12,3,0,40,55,2
20,5,12,2,0,40,54,2
20,5,16,0,1,37,54,2
20,5,15,4,1,16,36,2
20,5,13,0,0,38,51,2
20,5,61,5,3,14,83,2
20,5,27,15,6,10,58,1
20,5,74,11,5,15,105,2
20,5,70,6,7,14,97,2
20,5,33,6,0,11,50,1
20,5,29,12,1,13,55,2
20,5,69,5,7,10,91,1
20,5,41,16,7,15,79,2
20,5,35,11,5,11,62,1
20,5,25,9,6,14,54,2
20,5,65,15,1,11,92,1
20,5,66,6,3,14,89,2
20,5,27,6,5,15,53,2
20,5,75,6,1,10,92,1
20,5,54,11,4,12,81,1
20,5,54,18,3,12,87,1
20,5,69,8,0,14,91,2
20,5,52,19,6,10,87,1
20,5,66,8,0,12,86,1
20,5,54,11,0,13,78,2
20,5,151,48,15,3,217,4
20,5,170,62,18,2,252,4
20,5,134,59,11,3,207,4
20,5,166,63,22,1,252,4
20,5,173,64,10,2,249,4
20,5,176,45,22,2,245,4
20,5,162,59,27,1,249,4
20,5,171,46,15,3,235,4
20,5,158,44,26,2,230,4
20,5,151,64,16,0,231,4
20,5,162,65,14,3,244,4
20,5,179,44,23,1,247,4
20,5,175,59,11,3,248,4
20,5,173,63,13,2,251,4
20,5,144,66,11,3,224,4
20,5,132,68,22,4,226,4
20,5,161,50,10,0,221,4
20,5,151,56,29,1,237,4
20,5,168,59,24,1,252,4
20,5,144,65,20,3,232,4
20,5,179,63,12,2,256,4
20,5,161,56,12,4,233,4
20,5,134,67,12,1,214,4
20,5,140,70,23,4,237,4
20,5,66,29,24,1,120,2
20,5,60,27,17,2,106,2
20,5,89,27,10,2,128,2
20,5,81,29,5,0,115,2
20,5,78,22,12,1,113,2
20,5,71,24,18,2,115,2
20,5,50,26,9,1,86,1
20,5,55,28,5,0,88,1
20,5,61,20,25,1,107,2
20,5,76,22,14,2,114,2
20,5,50,20,23,1,94,2
20,5,89,26,0,2,117,2
20,5,62,20,17,0,99,2
20,5,83,20,23,2,128,2
20,5,65,20,2,0,87,1
20,5,60,21,2,1,84,1
20,5,36,8,3,9,56,1
20,5,39,5,4,11,59,1
20,5,26,8,3,0,37,1
20,5,23,4,0,5,32,1
20,5,50,2,0,4,56,1
20,5,30,2,3,1,36,1
20,5,48,10,4,2,64,1
20,5,39,6,6,1,52,1
20,5,47,10,3,9,69,1
20,5,26,3,5,3,37,1
20,5,25,6,3,9,43,1
20,5,19,1,0,11,31,1
20,5,16,5,0,26,47,2
20,5,15,2,1,39,57,2
20,5,14,5,0,11,30,1
20,5,12,2,0,20,34,2
20,5,11,2,0,35,48,2
20,5,18,5,1,11,35,1
20,5,17,2,0,20,39,2
21,7,19,5,1,30,55,2
21,7,17,4,1,24,46,2
21,7,16,3,0,14,33,2
21,7,16,3,1,23,43,2
21,7,20,0,1,17,38,2
21,7,20,0,0,37,57,2
21,7,18,0,1,30,49,2
21,7,19,1,0,14,34,2
21,7,18,5,0,29,52,2
21,7,11,1,0,22,34,2
21,7,20,3,0,24,47,2
21,7,12,2,1,10,25,1
21,7,19,5,1,31,56,2
21,7,10,0,0,32,42,2
21,7,14,1,1,12,28,1
21,7,14,2,1,24,41,2
21,7,10,3,0,32,45,2
21,7,97,23,6,17,143,2
21,7,104,22,7,11,144,2
21,7,100,15,8,20,143,2
21,7,87,7,7,4,105,1
21,7,77,27,8,10,122,2
21,7,51,7,4,5,67,1
21,7,79,1,10,6,96,1
21,7,100,40,29,5,174,4
21,7,112,13,39,0,164,3
21,7,120,16,34,2,172,4
21,7,123,14,26,3,166,3
21,7,142,27,27,4,200,4
21,7,139,38,49,2,228,4
21,7,134,24,21,2,181,4
21,7,102,13,31,0,146,3
21,7,102,16,43,4,165,3
21,7,106,16,32,1,155,3
21,7,117,19,42,3,181,4
21,7,139,36,40,3,218,4
21,7,121,13,25,2,161,2
21,7,65,19,16,11,111,2
21,7,12,25,39,28,104,2
21,7,98,21,10,5,134,2
21,7,58,9,25,13,105,2
21,7,81,10,39,29,159,3
21,7,67,20,33,29,149,3
21,7,68,22,25,16,131,2
21,7,47,10,6,22,85,2
21,7,45,7,10,27,89,2
21,7,54,5,11,24,94,2
21,7,61,7,15,28,111,2
21,7,56,5,4,29,94,2
21,7,23,5,4,27,59,2
21,7,31,6,8,23,68,2
21,7,27,7,14,28,76,2
21,7,30,7,3,30,70,2
21,7,114,21,5,14,154,2
21,7,46,24,35,16,121,3
21,7,68,29,29,20,146,3
21,7,45,16,15,5,81,1
21,7,86,13,11,20,130,2
21,7,44,11,19,15,89,2
21,7,45,17,13,20,95,2
21,7,106,17,7,12,142,2
21,7,44,16,9,13,82,2
21,7,77,23,13,9,122,2
21,7,53,17,26,8,104,2
21,7,138,18,20,8,184,4
21,7,142,24,39,9,214,4
21,7,114,25,21,7,167,2
21,7,116,35,42,6,199,4
21,7,149,22,37,8,216,4
21,7,100,12,39,7,158,3
21,7,101,23,45,5,174,4
21,7,122,40,48,10,220,4
21,7,112,34,39,9,194,4
21,7,112,12,41,5,170,4
21,7,116,22,23,7,168,4
21,7,90,13,15,33,151,3
21,7,85,14,14,13,126,2
21,7,59,25,13,27,124,3
21,7,108,5,15,22,150,3
21,7,75,8,16,25,124,3
21,7,96,15,12,27,150,3
21,7,61,17,10,8,96,1
21,7,84,25,20,30,159,3
21,7,55,9,12,19,95,2
21,7,65,16,12,32,125,3
21,7,87,16,10,16,129,2
21,7,75,5,12,21,113,3
21,7,82,16,14,34,146,3
21,7,11,3,0,34,48,2
21,7,15,5,0,14,34,2
21,7,18,5,1,13,37,2
21,7,19,2,1,34,56,2
21,7,20,4,1,26,51,2
21,7,14,4,0,10,28,1
21,7,11,1,1,36,49,2
21,7,10,2,1,15,28,2
22,6,10,3,0,33,46,2
22,6,14,3,0,23,40,2
22,6,11,5,1,11,28,1
22,6,10,1,1,34,46,2
22,6,20,4,1,17,42,2
22,6,17,5,0,24,46,2
22,6,12,2,1,18,33,2
22,6,15,0,1,16,32,2
22,6,19,5,0,15,39,2
22,6,11,3,1,39,54,2
22,6,14,5,0,10,29,1
22,6,20,0,1,33,54,2
22,6,13,1,1,33,48,2
22,6,18,2,1,12,33,1
22,6,19,2,1,23,45,2
22,6,10,4,0,36,50,2
22,6,13,4,0,17,34,2
22,6,86,28,2,18,134,2
22,6,59,29,9,14,111,2
22,6,102,20,9,13,144,2
22,6,114,28,8,16,166,2
22,6,87,23,5,0,115,2
22,6,88,5,8,13,114,2
22,6,83,6,4,9,102,1
22,6,150,19,24,3,196,4
22,6,148,35,46,1,230,4
22,6,146,23,23,4,196,4
22,6,140,21,39,3,203,4
22,6,149,36,35,1,221,4
22,6,125,34,42,0,201,4
22,6,147,34,20,5,206,4
22,6,128,33,21,4,186,4
22,6,111,38,50,5,204,4
22,6,144,20,32,4,200,4
22,6,121,14,23,1,159,2
22,6,136,36,40,4,216,4
22,6,114,21,23,1,159,2
22,6,75,17,37,29,158,3
22,6,34,5,27,22,88,2
22,6,45,6,7,15,73,2
22,6,65,10,6,27,108,2
22,6,67,25,20,18,130,2
22,6,50,25,25,28,128,3
22,6,37,19,38,12,106,2
22,6,36,8,3,29,76,2
22,6,63,5,8,23,99,2
22,6,67,5,7,22,101,2
22,6,36,9,14,22,81,2
22,6,57,8,10,22,97,2
22,6,65,7,14,25,111,2
22,6,54,10,3,29,96,2
22,6,41,5,4,25,75,2
22,6,43,9,3,25,80,2
22,6,9,27,32,17,85,2
22,6,101,28,18,20,167,2
22,6,99,16,16,18,149,2
22,6,20,27,32,12,91,2
22,6,96,16,39,17,168,4
22,6,62,28,18,20,128,2
22,6,58,27,17,5,107,2
22,6,60,18,28,12,118,3
22,6,81,26,13,17,137,2
22,6,118,15,27,13,173,4
22,6,53,12,25,20,110,2
22,6,132,12,27,9,180,4
22,6,149,14,50,5,218,4
22,6,106,35,41,5,187,4
22,6,150,29,27,7,213,4
22,6,110,30,46,5,191,4
22,6,129,35,34,5,203,4
22,6,133,21,26,5,185,4
22,6,148,34,45,7,234,4
22,6,144,39,43,8,234,4
22,6,126,27,44,8,205,4
22,6,103,34,49,5,191,4
22,6,96,7,13,30,146,3
22,6,54,17,17,19,107,2
22,6,98,16,17,15,146,2
22,6,72,6,19,8,105,2
22,6,69,23,12,31,135,3
22,6,85,13,16,24,138,3
22,6,102,22,12,9,145,2
22,6,103,14,20,14,151,2
22,6,80,12,10,22,124,3
22,6,63,18,11,5,97,1
22,6,84,21,13,9,127,2
22,6,72,10,10,29,121,3
22,6,79,22,17,13,131,2
22,6,12,5,0,27,44,2
22,6,19,1,1,38,59,2
22,6,14,3,0,33,50,2
22,6,16,3,1,37,57,2
22,6,14,5,0,37,56,2
22,6,11,2,1,20,34,2
22,6,20,3,0,25,48,2
22,6,20,0,1,30,51,2
23,1,13,2,1,17,33,2
23,1,20,1,1,19,41,2
23,1,10,2,1,12,25,1
23,1,14,2,0,25,41,2
23,1,12,0,1,16,29,2
23,1,11,5,1,31,48,2
23,1,13,1,1,16,31,2
23,1,17,3,0,10,30,1
23,1,11,1,0,22,34,2
23,1,10,4,1,16,31,2
23,1,15,3,1,32,51,2
23,1,10,0,0,22,32,2
23,1,20,1,1,16,38,2
23,1,16,1,1,15,33,2
23,1,14,4,1,32,51,2
23,1,16,1,1,37,55,2
23,1,10,2,1,36,49,2
23,1,96,18,7,2,123,2
23,1,51,14,0,5,70,1
23,1,63,25,2,8,98,1
23,1,72,7,1,4,84,1
23,1,86,18,6,1,111,1
23,1,105,4,4,20,133,2
23,1,117,10,10,18,155,2
23,1,120,36,32,0,188,4
23,1,135,20,31,0,186,4
23,1,112,40,42,3,197,4
23,1,135,13,20,3,171,4
23,1,105,35,24,2,166,2
23,1,150,25,36,0,211,4
23,1,108,27,23,2,160,2
23,1,108,40,45,1,194,4
23,1,118,19,21,1,159,2
23,1,131,18,41,1,191,4
23,1,148,31,20,4,203,4
23,1,120,26,22,1,169,4
23,1,147,12,32,0,191,4
23,1,73,9,35,12,129,3
23,1,93,21,22,29,165,3
23,1,66,2,10,28,106,2
23,1,18,6,6,6,36,1
23,1,78,1,16,30,125,3
23,1,69,15,24,20,128,2
23,1,82,2,40,17,141,3
23,1,57,9,5,23,94,2
23,1,25,5,14,26,70,2
23,1,40,9,15,28,92,2
23,1,52,6,13,21,92,2
23,1,45,8,13,29,95,2
23,1,67,10,7,25,109,2
23,1,20,8,14,30,72,2
23,1,44,8,4,29,85,2
23,1,63,5,8,29,105,2
23,1,119,15,20,13,167,2
23,1,103,10,23,7,143,2
23,1,42,14,15,14,85,2
23,1,67,20,24,12,123,2
23,1,56,18,29,17,120,3
23,1,65,16,32,15,128,3
23,1,107,11,26,19,163,3
23,1,11,18,22,10,61,2
23,1,28,15,27,12,82,2
23,1,45,17,7,6,75,1
23,1,66,12,27,6,111,2
23,1,104,40,22,9,175,4
23,1,113,21,26,5,165,3
23,1,120,29,37,6,192,4
23,1,129,10,39,6,184,4
23,1,119,29,40,10,198,4
23,1,119,25,32,9,185,4
23,1,123,10,30,7,170,4
23,1,111,33,28,5,177,4
23,1,110,12,47,8,177,4
23,1,139,15,43,9,206,4
23,1,132,29,25,7,193,4
23,1,51,8,18,18,95,2
23,1,76,5,14,20,115,2
23,1,53,15,13,23,104,2
23,1,50,25,19,9,103,2
23,1,86,24,20,34,164,3
23,1,67,23,14,13,117,2
23,1,54,9,15,7,85,1
23,1,59,12,16,35,122,3
23,1,109,25,15,5,154,2
23,1,73,18,10,35,136,3
23,1,65,24,14,19,122,2
23,1,94,10,11,22,137,3
23,1,106,9,12,31,158,3
23,1,18,3,0,11,32,1
23,1,17,1,1,36,55,2
23,1,12,0,0,22,34,2
23,1,11,1,0,19,31,2
23,1,16,1,0,32,49,2
23,1,12,3,1,13,29,2
23,1,14,4,1,27,46,2
23,1,11,3,1,37,52,2
24,2,17,2,0,18,37,2
24,2,18,4,1,39,62,2
24,2,20,4,0,32,56,2
24,2,15,0,0,28,43,2
24,2,11,4,0,12,27,1
24,2,19,5,1,35,60,2
24,2,15,0,1,26,42,2
24,2,11,4,0,31,46,2
24,2,19,2,1,33,55,2
24,2,12,4,1,29,46,2
24,2,15,5,1,16,37,2
24,2,14,4,1,21,40,2
24,2,19,4,1,17,41,2
24,2,10,2,1,12,25,1
24,2,10,0,0,11,21,1
24,2,20,4,1,33,58,2
24,2,10,1,0,12,23,1
24,2,73,12,5,5,95,1
24,2,95,15,4,19,133,2
24,2,81,19,3,13,116,2
24,2,119,25,10,9,163,2
24,2,80,10,4,15,109,2
24,2,102,24,3,16,145,2
24,2,68,17,6,10,101,1
24,2,109,40,38,0,187,4
24,2,124,25,31,1,181,4
24,2,126,22,21,1,170,4
24,2,120,31,29,5,185,4
24,2,101,20,47,5,173,4
24,2,139,40,48,2,229,4
24,2,116,23,23,4,166,2
24,2,101,14,24,0,139,2
24,2,137,40,21,5,203,4
24,2,131,26,36,0,193,4
24,2,114,27,45,4,190,4
24,2,102,14,46,1,163,3
24,2,116,24,32,5,177,4
24,2,29,10,21,12,72,2
24,2,41,12,15,10,78,1
24,2,41,9,7,27,84,2
24,2,90,25,26,10,151,3
24,2,64,25,17,20,126,2
24,2,64,10,17,23,114,3
24,2,69,17,5,28,119,3
24,2,59,9,9,21,98,2
24,2,44,10,12,29,95,2
24,2,43,5,6,26,80,2
24,2,65,7,10,21,103,2
24,2,29,5,12,21,67,2
24,2,24,9,8,20,61,2
24,2,44,6,4,26,80,2
24,2,35,10,12,24,81,2
24,2,43,10,15,21,89,2
24,2,45,17,24,11,97,2
24,2,108,21,37,14,180,4
24,2,53,19,33,9,114,3
24,2,75,23,31,13,142,3
24,2,70,18,5,19,112,2
24,2,52,25,15,19,111,2
24,2,9,18,24,9,60,2
24,2,47,21,9,18,95,2
24,2,116,20,17,19,172,4
24,2,65,14,6,9,94,1
24,2,93,12,13,13,131,2
24,2,100,21,45,9,175,4
24,2,121,24,31,6,182,4
24,2,110,15,50,5,180,4
24,2,103,17,28,5,153,3
24,2,136,38,20,5,199,4
24,2,119,22,32,9,182,4
24,2,132,17,36,5,190,4
24,2,147,10,41,5,203,4
24,2,111,12,44,6,173,4
24,2,102,27,32,5,166,3
24,2,137,25,29,7,198,4
24,2,71,17,15,31,134,3
24,2,64,25,11,15,115,2
24,2,70,16,15,29,130,3
24,2,91,9,11,32,143,3
24,2,95,6,11,35,147,3
24,2,76,16,10,31,133,3
24,2,87,17,18,7,129,2
24,2,63,22,12,29,126,3
24,2,56,17,20,8,101,2
24,2,102,18,19,29,168,4
24,2,60,23,10,13,106,2
24,2,88,6,18,25,137,3
24,2,104,15,10,32,161,3
24,2,16,1,1,26,44,2
24,2,12,1,0,12,25,1
24,2,16,1,0,29,46,2
24,2,13,5,0,31,49,2
24,2,20,1,1,27,49,2
24,2,18,0,0,29,47,2
24,2,16,3,1,26,46,2
24,2,18,0,0,21,39,2
25,3,11,5,0,24,40,2
25,3,13,1,0,10,24,1
25,3,10,1,0,26,37,2
25,3,19,5,1,22,47,2
25,3,20,0,0,10,30,1
25,3,16,4,1,39,60,2
25,3,19,1,1,11,32,1
25,3,20,4,0,38,62,2
25,3,15,1,1,15,32,2
25,3,10,0,0,33,43,2
25,3,20,5,0,24,49,2
25,3,12,2,1,35,50,2
25,3,10,4,1,37,52,2
25,3,15,4,0,38,57,2
25,3,19,0,1,39,59,2
25,3,16,4,0,35,55,2
25,3,20,3,1,35,59,2
25,3,118,1,0,4,123,2
25,3,89,20,4,17,130,2
25,3,120,18,6,13,157,2
25,3,85,7,3,18,113,2
25,3,99,8,2,14,123,2
25,3,59,25,2,7,93,1
25,3,58,25,2,5,90,1
25,3,113,40,36,4,193,4
25,3,113,16,50,2,181,4
25,3,121,27,50,4,202,4
25,3,150,17,28,0,195,4
25,3,136,29,23,0,188,4
25,3,142,32,27,2,203,4
25,3,106,32,42,2,182,4
25,3,103,21,20,0,144,2
25,3,131,19,26,1,177,4
25,3,133,23,21,3,180,4
25,3,123,17,50,1,191,4
25,3,124,21,35,2,182,4
25,3,136,26,20,4,186,4
25,3,92,10,39,19,160,3
25,3,82,7,13,19,121,2
25,3,42,2,28,27,99,2
25,3,24,17,17,9,67,2
25,3,42,19,17,12,90,2
25,3,100,12,5,23,140,3
25,3,11,25,30,22,88,2
25,3,27,7,10,22,66,2
25,3,38,7,11,20,76,2
25,3,49,10,6,27,92,2
25,3,66,9,7,28,110,2
25,3,70,8,3,22,103,2
25,3,58,7,6,27,98,2
25,3,53,9,13,29,104,2
25,3,22,5,6,26,59,2
25,3,40,10,11,28,89,2
25,3,58,13,10,12,93,1
25,3,60,25,24,17,126,2
25,3,25,11,24,17,77,2
25,3,22,28,11,18,79,2
25,3,6,11,37,15,69,2
25,3,92,18,34,18,162,3
25,3,97,17,38,20,172,4
25,3,92,18,31,6,147,3
25,3,74,12,17,16,119,2
25,3,67,22,7,5,101,1
25,3,84,20,25,15,144,2
25,3,144,15,42,8,209,4
25,3,120,11,47,7,185,4
25,3,108,10,36,6,160,3
25,3,141,13,50,6,210,4
25,3,121,37,29,8,195,4
25,3,142,40,22,6,210,4
25,3,137,23,28,7,195,4
25,3,117,10,27,8,162,3
25,3,100,16,37,7,160,3
25,3,148,11,42,8,209,4
25,3,148,27,39,6,220,4
25,3,65,18,20,21,124,3
25,3,75,9,14,6,104,1
25,3,85,15,20,29,149,3
25,3,57,21,20,18,116,2
25,3,50,7,13,30,100,2
25,3,87,21,14,34,156,3
25,3,64,24,11,6,105,1
25,3,76,6,18,14,114,2
25,3,69,11,12,8,100,1
25,3,76,9,17,14,116,2
25,3,94,8,15,5,122,2
25,3,104,10,16,33,163,3
25,3,98,13,13,33,157,3
25,3,13,5,0,18,36,2
25,3,17,1,0,11,29,1
25,3,18,2,1,34,55,2
25,3,11,1,0,35,47,2
25,3,17,4,0,11,32,1
25,3,17,1,1,23,42,2
25,3,17,2,0,23,42,2
25,3,16,4,1,30,51,2
26,4,15,5,1,23,44,2
26,4,18,0,0,31,49,2
26,4,10,1,0,17,28,2
26,4,13,2,0,32,47,2
26,4,16,1,0,38,55,2
26,4,11,4,0,32,47,2
26,4,12,2,0,26,40,2
26,4,14,2,1,14,31,2
26,4,18,2,0,37,57,2
26,4,17,1,1,22,41,2
26,4,12,3,0,29,44,2
26,4,20,5,0,30,55,2
26,4,17,5,1,19,42,2
26,4,12,0,1,33,46,2
26,4,19,1,0,20,40,2
26,4,11,4,1,38,54,2
26,4,14,5,0,39,58,2
26,4,102,20,4,12,138,2
26,4,92,4,6,18,120,2
26,4,54,14,10,16,94,2
26,4,55,15,1,10,81,1
26,4,64,27,5,5,101,1
26,4,52,13,5,15,85,2
26,4,73,11,4,3,91,1
26,4,106,27,45,5,183,4
26,4,145,21,40,5,211,4
26,4,133,19,28,5,185,4
26,4,117,31,49,0,197,4
26,4,146,17,34,0,197,4
26,4,101,35,42,3,181,4
26,4,103,28,32,1,164,3
26,4,150,10,26,0,186,4
26,4,135,23,48,0,206,4
26,4,104,10,48,2,164,3
26,4,144,39,50,1,234,4
26,4,132,10,49,0,191,4
26,4,142,19,31,1,193,4
26,4,45,4,30,29,108,2
26,4,27,24,10,5,66,1
26,4,85,3,14,16,118,2
26,4,84,11,27,26,148,3
26,4,90,4,10,20,124,2
26,4,13,19,39,12,83,2
26,4,11,1,37,9,58,2
26,4,57,10,4,27,98,2
26,4,52,10,9,23,94,2
26,4,38,7,13,21,79,2
26,4,35,7,15,24,81,2
26,4,60,10,12,21,103,2
26,4,70,10,3,30,113,3
26,4,34,8,6,30,78,2
26,4,44,6,4,27,81,2
26,4,21,5,4,25,55,2
26,4,106,10,11,11,138,2
26,4,82,30,32,10,154,3
26,4,57,12,9,17,95,2
26,4,60,18,21,10,109,2
26,4,79,17,34,8,138,3
26,4,78,29,22,13,142,2
26,4,69,14,32,18,133,3
26,4,84,25,5,9,123,2
26,4,62,11,28,5,106,2
26,4,33,17,22,18,90,2
26,4,14,21,23,6,64,2
26,4,127,27,40,5,199,4
26,4,136,10,27,7,180,4
26,4,148,14,37,9,208,4
26,4,122,16,28,6,172,4
26,4,132,12,45,9,198,4
26,4,136,29,29,10,204,4
26,4,103,33,48,10,194,4
26,4,132,37,23,10,202,4
26,4,136,39,39,6,220,4
26,4,120,24,36,5,185,4
26,4,126,34,38,9,207,4
26,4,80,22,14,18,134,2
26,4,99,9,15,29,152,3
26,4,81,21,19,7,128,2
26,4,87,9,16,26,138,3
26,4,80,17,13,30,140,3
26,4,91,18,18,9,136,2
26,4,90,19,15,13,137,2
26,4,107,19,10,23,159,3
26,4,98,11,14,27,150,3
26,4,98,18,20,22,158,3
26,4,102,5,12,17,136,2
26,4,62,13,16,28,119,3
26,4,101,15,12,35,163,3
26,4,17,5,1,16,39,2
26,4,10,4,1,37,52,2
26,4,16,4,0,35,55,2
26,4,17,2,0,17,36,2
26,4,17,0,0,27,44,2
26,4,17,4,1,25,47,2
26,4,15,2,0,15,32,2
26,4,20,0,1,12,33,1
27,5,16,3,0,28,47,2
27,5,13,2,1,28,44,2
27,5,15,5,0,26,46,2
27,5,15,2,1,16,34,2
27,5,12,3,0,26,41,2
27,5,15,5,0,27,47,2
27,5,20,2,0,17,39,2
27,5,12,2,0,16,30,2
27,5,19,1,0,38,58,2
27,5,16,1,1,32,50,2
27,5,12,0,0,11,23,1
27,5,16,5,1,29,51,2
27,5,19,5,1,18,43,2
27,5,11,0,0,15,26,2
27,5,15,4,1,17,37,2
27,5,20,1,0,23,44,2
27,5,10,4,0,36,50,2
27,5,39,14,0,15,68,2
27,5,33,7,3,10,53,1
27,5,77,8,7,15,107,2
27,5,80,18,6,11,115,2
27,5,53,11,7,15,86,2
27,5,73,17,6,13,109,2
27,5,77,20,4,13,114,2
27,5,76,14,1,12,103,1
27,5,58,14,0,15,87,2
27,5,57,18,7,13,95,2
27,5,80,16,0,10,106,1
27,5,38,7,1,13,59,2
27,5,53,20,6,12,91,1
27,5,30,9,7,10,56,1
27,5,50,19,4,10,83,1
27,5,31,14,3,14,62,2
27,5,28,18,5,10,61,1
27,5,31,15,4,12,62,1
27,5,52,19,0,10,81,1
27,5,42,9,2,13,66,2
27,5,151,55,27,2,235,4
27,5,180,69,29,1,279,4
27,5,149,41,23,3,216,4
27,5,167,60,27,3,257,4
27,5,134,45,22,3,204,4
27,5,180,62,26,4,272,4
27,5,156,54,25,3,238,4
27,5,171,60,18,1,250,4
27,5,174,53,10,3,240,4
27,5,154,61,16,3,234,4
27,5,161,53,11,1,226,4
27,5,148,48,13,2,211,4
27,5,136,60,27,2,225,4
27,5,143,68,16,0,227,4
27,5,152,51,22,2,227,4
27,5,132,58,15,4,209,4
27,5,155,58,15,4,232,4
27,5,144,62,12,3,221,4
27,5,161,51,20,1,233,4
27,5,137,46,13,2,198,4
27,5,149,61,16,1,227,4
27,5,158,46,20,1,225,4
27,5,134,65,22,0,221,4
27,5,134,65,10,2,211,4
27,5,73,24,4,0,101,1
27,5,64,23,21,1,109,2
27,5,51,27,25,2,105,2
27,5,80,22,17,0,119,2
27,5,61,26,8,0,95,1
27,5,75,24,8,0,107,1
27,5,82,20,15,2,119,2
27,5,53,28,21,1,103,2
27,5,68,29,14,0,111,1
27,5,63,28,22,0,113,2
27,5,76,30,20,1,127,2
27,5,66,23,10,0,99,1
27,5,50,23,1,0,74,1
27,5,60,29,22,2,113,2
27,5,75,26,11,0,112,2
27,5,81,22,18,2,123,2
27,5,33,6,0,4,43,1
27,5,21,5,6,15,47,2
27,5,22,7,1,2,32,1
27,5,31,6,0,15,52,2
27,5,41,8,3,2,54,1
27,5,24,6,5,11,46,1
27,5,45,6,6,10,67,1
27,5,24,11,6,2,43,1
27,5,47,6,2,12,67,1
27,5,46,1,1,4,52,1
27,5,26,3,2,3,34,1
27,5,20,4,0,39,63,2
27,5,20,1,1,27,49,2
27,5,19,0,1,17,37,2
27,5,11,3,1,19,34,2
27,5,17,5,1,31,54,2
27,5,19,4,0,12,35,1
27,5,11,1,0,38,50,2
27,5,12,0,0,17,29,2
28,6,18,0,0,27,45,2
28,6,19,4,0,14,37,2
28,6,13,2,0,28,43,2
28,6,18,4,1,23,46,2
28,6,20,0,0,11,31,1
28,6,11,4,1,22,38,2
28,6,15,2,0,18,35,2
28,6,16,3,0,34,53,2
28,6,11,2,0,18,31,2
28,6,17,4,1,38,60,2
28,6,20,4,1,28,53,2
28,6,19,0,1,37,57,2
28,6,10,2,1,34,47,2
